,name,address,review_count,rating,price,categories,latitude,longitude,yelp_id,hours,name_input,address_input,city_input
1958,,,,,,,,,,,CHANOS RESTAURANT,13547 FRANCISQUITO AVE,BALDWIN PARK
1959,Elephant Bar Restaurant,,371.0,3.5,$$,"American (New), Bars, Asian Fusion",33.8536751,33.8536751,l7mOayyHmUw1u6gsKYslJA,,ELEPHANT BAR,4634 CANDLEWOOD ST,LAKEWOOD
1960,Unique Bakery,,48.0,4.5,$,Bakeries,34.209058,34.209058,7hwjzmuQ1sz-0XY-MQC9sQ,,UNIQUE BAKERY,2623 1/2 HONOLULU AVE,MONTROSE
1961,,,,,,,,,,,MELROSE CAFE & BAKERY,5003 MELROSE AVE,LOS ANGELES
1962,,,,,,,,,,,OTOMI RESTAURANT,2506 1/2 E 1ST ST,LOS ANGELES
1963,HomeTown Buffet,,149.0,2.5,$$,"Buffets, American (New), Breakfast & Brunch",34.031582,34.031582,6v7lpWJGpyFQ_zJ5Tbnblw,,HOMETOWN BUFFET #765,875 N WILCOX AVE,MONTEBELLO
1964,One Fish Market,,4.0,4.0,$,"Seafood Markets, Fruits & Veggies, Herbs & Spices",34.0398329,34.0398329,dek5yGu7G6Kpu_DAWCQOgQ,,ONE FISH MARKET,2018 WASHINGTON BLVD,LOS ANGELES
1965,Leo's Bakery,,15.0,4.0,$,Bakeries,34.107562,34.107562,viBNyOHsIaQcEbDapTLmgQ,,LEO'S BAKERY,5221 N CLYDEBANK AVE,AZUSA
1966,Don Rogelio's Restaurant,,269.0,4.5,$,Mexican,33.9396191,33.9396191,RMRGGgThu6IDdv2fpdA6Lg,,DON ROGELIO,10618 S INGLEWOOD AVE UNIT 7,INGLEWOOD
1967,Pasta Sisters,,1545.0,4.5,$$,"Delis, Italian",34.0476,34.0476,AIhWsp8yNfKZfaX9d9Yajg,,PASTA SISTERS,3343 W PICO BLVD,LOS ANGELES
1968,Pho Saigon,,103.0,3.0,$,"Vietnamese, Korean, Noodles",34.03427,34.03427,bjcEs7I3rxnP8t-wOeY8Wg,,PHO SAIGON NOODLE & GRILL,1753 S HILL ST,LOS ANGELES
1969,Brick+Mortar,,819.0,3.5,$$,American (New),34.003679,34.003679,wTdflVeR_7HKdvg2xTNBBQ,,BRICK & MORTAR,2435 MAIN ST,SANTA MONICA
1970,SushiStop,,847.0,3.5,$,"Sushi Bars, Japanese",34.105434,34.105434,XbylODhqWhRDt_zbkHbUtA,,SUSHI STOP,5917 FRANKLIN AVE,LOS ANGELES
1971,Pasteleria El Panon,,1.0,5.0,,"Bakeries, Desserts, Custom Cakes",34.02564,34.02564,1wl9KJyivg0VFv3jl9McNw,,PASTELERIA Y PANADERIA EL PANON BAKERY,2109 S SAN PEDRO ST,LOS ANGELES
1972,Carl's Jr,,58.0,2.5,$,"Fast Food, Burgers",33.8533652860839,33.8533652860839,CQl1NC06x_orKoNWt4R2dw,,CARL'S JR. #592,5247 CLARK AVE,LAKEWOOD
1973,Mother's Nutritional Centers,,1.0,5.0,$,"Health Markets, Grocery",34.0434418,34.0434418,g6rGn8ly6QWM0Km7qMPhYA,,MOTHER'S NUTRITINAL CENTER,1835 S LA CIENEGA BLVD # C,LOS ANGELES
1974,Yum Yum Donuts,,61.0,2.5,$,"Donuts, Coffee & Tea, Sandwiches",34.07838,34.07838,i6yjihswaSp_VEU8e8xuEA,,YUM YUM DONUT FRANCHISE #9042A,623 S CITRUS AVE,COVINA
1975,5 Line Tavern,,381.0,3.5,$$,"Cocktail Bars, Gastropubs, Beer Bar",34.1389547373657,34.1389547373657,zqNoHN9RmS-292KNb1pUvg,,5 LINE RESTAURANT,2136 W COLORADO BLVD # A,LOS ANGELES
1976,,,,,,,,,,,SILVERCREST KITHCHEN,947 S HOOVER ST,LOS ANGELES
1977,,,,,,,,,,,TESORO USA #63256,4015 REDONDO BEACH BLVD,LAWNDALE
1978,,,,,,,,,,,OLYMPIC LIQUOR,1709 W OLYMPIC BLVD,MONTEBELLO
1979,,,,,,,,,,,MAIN MARKET,1636 W 25TH ST,SAN PEDRO
1980,Aki Restaurant,,213.0,4.0,$$,"Sushi Bars, Japanese, Seafood",34.045584,34.045584,eM74qtmgDvt25YyhOsZUhw,,AKI RESTAURANT,11513 SANTA MONICA BLVD,LOS ANGELES
1981,iMomo Sushi,,125.0,3.5,$$,"Sushi Bars, Japanese",34.020517,34.020517,NXlEFU0PnfO7pPvSDJVNOQ,,I MOMO SUSHI,368 N LEMON AVE STE C,WALNUT
1982,ARCO Am/Pm,,7.0,2.0,$,"Gas Stations, Convenience Stores",34.5576288973482,34.5576288973482,pY_4sLb1gm54qGvm0UbX0w,,ARCO AM PM,2520 E AVENUE S,PALMDALE
1983,Palihouse West Hollywood,,192.0,3.0,$$$,Hotels,34.09094,34.09094,qkbYBAneIdpDiVI-QQ8yaA,,PALIHOUSE WEST HOLLYWOOD,8465 HOLLOWAY DR,WEST HOLLYWOOD
1984,,,,,,,,,,,ANGELO'S BURGER INC.,9135 S NORWALK BLVD,SANTA FE SPRINGS
1985,Garduno's Taco King,,232.0,4.0,$,Tacos,34.0825421,34.0825421,CfsXvnXg-FiP-bmNXS5ujg,,GARDUNO'S TACO KING,14604 PACIFIC AVE,BALDWIN PARK
1986,Baskin-Robbins,,33.0,2.5,$$,"Ice Cream & Frozen Yogurt, Desserts, Custom Cakes",33.88584,33.88584,IrIwO8jxQ-Q0VBWknfGgEQ,,BASKIN ROBBINS,16280 S PARAMOUNT BLVD UNIT B,PARAMOUNT
1987,Yum Yum Donuts,,41.0,3.0,$,"Donuts, Coffee & Tea, Sandwiches",34.259937,34.259937,3xC5t_gcvRClxqSlaFxC_Q,,YUM YUM DONUTS FRANCHISE #9516E,8704 FOOTHILL BLVD,SUNLAND
1988,Venice Pizzeria,,68.0,4.0,$,"Pizza, Italian, Sandwiches",34.426745,34.426745,MvwgQ9evwYN0cL3of8MPSw,,VENICE PIZZERIA,17806 SIERRA HWY,CANYON COUNTRY
1989,Denny's,,282.0,2.0,$$,"Diners, Breakfast & Brunch, American (Traditional)",34.1142369,34.1142369,Nq2YZfdbG9pCgZTJqhteDg,,DENNY'S RESTAURANT #2125,3060 N SAN FERNANDO RD,LOS ANGELES
1990,A Divine H2O,,113.0,4.5,$$,"Juice Bars & Smoothies, Water Delivery",34.09373,34.09373,OjYWkn-qpZ_Koz3EPEvX1g,,A DIVINE H2O,8539 W SUNSET BLVD # 6,WEST HOLLYWOOD
1991,Artistic Dumplings,,1.0,5.0,,Imported Food,33.9880905,33.9880905,KMp6rRBAthUSndEGvB--2w,,ARTISTIC DUMPLINGS,18414 E COLIMA RD,ROWLAND HEIGHTS
1992,Black Rose Tavern,,119.0,4.0,$$,"Music Venues, Bars, American (Traditional)",34.0549899,34.0549899,g-EjPJoJEHMVZlu3SEtDCA,,BLACK ROSE TAVERN/ THE JOINT,8771 W PICO BLVD,LOS ANGELES
1993,R101 Ramen,,735.0,4.5,$$,Ramen,34.1411234,34.1411234,MzclD_A-6_hX9yNaB7b-AQ,,R101 RAMEN,415 S CENTRAL AVE #G,GLENDALE
1994,IHOP,,111.0,3.5,$,"American (Traditional), Breakfast & Brunch, Burgers",34.38006,34.38006,EwSlshtyO0GDkPdL6AyX0g,,IHOP,24737 PICO CANYON RD,VALENCIA
1995,The Crawfish Co,,378.0,4.5,$$,"Cajun/Creole, Seafood",34.3103175990266,34.3103175990266,9fEG4fIAc1DgrghJ2Bo2Vw,,THE CRAWFISH CO,13213 GLADSTONE AVE,SYLMAR
1996,Yaqui,,13.0,3.5,$,Mexican,33.957764,33.957764,LliuZ6da9mC8y91ndWzmfw,,EL YAQUI MEXICAN FOOD,8101 GARFIELD AVE,BELL GARDENS
1997,,,,,,,,,,,ALBERTSON'S #1181 - MAIN MARKET,2469 VIA CAMPO AVE,MONTEBELLO
1998,Tacos Mexico,,28.0,3.0,$,Mexican,33.9547157227755,33.9547157227755,cue6b99MhovKwGBsaXx0mg,,TACOS MEXICO,7852 FLORENCE AVE,DOWNEY
1999,,,,,,,,,,,LUPITA'S RESTAURANT,21917 S MAIN ST,CARSON
2000,Golden Noodle & Grill,,144.0,4.0,$,"Vietnamese, Noodles, Sandwiches",33.986211262482,33.986211262482,pNLx3IFdVSBWEVZ1HOlEuw,,GOLDEN NOODLE & GRILL,19756 E COLIMA RD # C & E,ROWLAND HEIGHTS
2001,Giuseppe's Pizzeria,,32.0,3.0,$,"Pizza, Italian",34.1993389,34.1993389,H9ygbzDvBshmkaXqtNWHjQ,,GIUSEPPE'S PIZZERIA #2,456 FOOTHILL BLVD,LA CANADA FLINTRIDGE
2002,Mariscos La Quebrada,,1.0,1.0,,Restaurants,34.0608309,34.0608309,-c-3G9yEQt5GjxjKVXotpg,,MARISCOS LA QUEBRADA,12148 E VALLEY BLVD,EL MONTE
2003,,,,,,,,,,,RALPHS (MARKET) #293,1233 N LA BREA AVE,WEST HOLLYWOOD
2004,Mamma's Sushi & Shabu,,663.0,3.5,$$,"Sushi Bars, Japanese",33.8586659,33.8586659,QXdpaV2EdB7XjOk8LqPVJQ,,MAMMA'S SUSHI,5679 N WOODRUFF AVE,LAKEWOOD
2005,Mi Lindo Sinaloa,,104.0,2.5,$$,Mexican,33.9034551,33.9034551,DklQ4uRmcels3w52GN-D8g,,MARISCOS MI LINDO SINALOA #2,7610 E ROSECRANS AVE,PARAMOUNT
2006,Yogurtland Los Angeles,,114.0,4.0,$,Ice Cream & Frozen Yogurt,33.9782363500889,33.9782363500889,TNgiNWWnDgVirmwRZdPC8A,,YOGURTLAND LADERA HEIGHTS,5375 W CENTINELA AVE # B,LOS ANGELES
2007,Dignity Health Sports Park,,95.0,3.0,,Stadiums & Arenas,33.8627211,33.8627211,EStU52z5EsN-kmY1qrJKGw,,DIGNITY HEALTH SPORTS PARK-  VENDOR DEPOT 1185,18400 AVALON BLVD STE 300,CARSON
2008,Staples,,155.0,2.5,,"Printing Services, Shipping Centers, Mobile Phone Repair",34.09753,34.09753,C8AHO02cedgq1NeHOmCTFA,,STAPLES THE OFFICE SUPER 243,6450 W SUNSET BLVD,LOS ANGELES
2009,Serrano Cafe,,40.0,1.5,$,Sandwiches,34.0623016357422,34.0623016357422,1ZG_7ShfyR0es3385C3_vQ,,SERRANO CAFE,3699 WILSHIRE BLVD STE #140,LOS ANGELES
2010,Lemonade,,1546.0,4.0,$$,"Salad, Poke, American (Traditional)",33.989345,33.989345,CmqK4gUPGitU6bywUIehmQ,,LEMONADE,1661 ABBOT KINNEY BLVD,VENICE
2011,La Tapatia,,14.0,3.0,$,Meat Shops,34.0841979980469,34.0841979980469,jVw0I1-8CC3gSYKsBJJ0yw,,LA TAPATIA MEAT MARKET,3319 N EASTERN AVE,LOS ANGELES
2012,Ross Dress for Less,,50.0,2.5,$,"Department Stores, Women's Clothing, Home Decor",34.073647,34.073647,KAzdEk2YDMkeStx-K0k2CQ,,ROSS DRESS FOR LESS,8489 W 3RD ST,LOS ANGELES
2013,El Pollo Loco,,52.0,2.5,$,"Fast Food, Mexican",33.83178,33.83178,b3qUTwXqLct0Dg5B-HpTOg,,EL POLLO LOCO #3488,11601 E CARSON ST,LAKEWOOD
2014,,,,,,,,,,,ASA-YA,12740 CULVER BLVD STE #A,LOS ANGELES
2015,Cardenas Markets,,29.0,2.0,$,"Grocery, Mexican",34.0624890743039,34.0624890743039,9-1bwurakA_XGcF2nntLPg,,CARDENAS MARKETS,1645 W HOLT AVE,POMONA
2016,El Changarro Oaxaqueño Market Plaza Del Valle,,6.0,2.5,$,"Grocery, Meat Shops",34.0579227,34.0579227,cOPkVIPhls2fFOYXKgWGyQ,,PLAZA DEL VALLE MARKET,3113 W 8TH ST,LOS ANGELES
2017,Shawarma Factory,,197.0,4.0,$,Middle Eastern,34.13513,34.13513,OrvyEKOIsBqlCV-CfxHbOQ,,SHAWARMA FACTORY,919 S CENTRAL AVE #C,GLENDALE
2018,La Tapalchuteca,,5.0,4.0,,Salvadoran,34.2341932,34.2341932,7nma5xvJZKFpdnPu7D6V4g,,LA TAPACHULTECA,9023 SEPULVEDA BLVD,NORTH HILLS
2019,Mar's Caribbean Gardens,,235.0,4.0,$$,"Caribbean, Seafood, Desserts",33.90444,33.90444,m7xE8182HY9XiZ5IV-2UsA,,MAR'S CARIBBEAN GARDENS,14008 CRENSHAW BLVD,GARDENA
2020,Don Carlos Village,,17.0,3.0,,Salvadoran,34.04678,34.04678,WHCRJVahoCgiVj_xLsyxLw,,DON CARLOS VILLAGE RESTAURANT,2046 W PICO BLVD,LOS ANGELES
2021,Subway,,23.0,3.5,$,Sandwiches,34.0846259,34.0846259,k1A1VLRfaMact0hD8S-bIw,,SUBWAY,750 N VINE ST,LOS ANGELES
2022,Pavilions,,66.0,2.5,$$,Grocery,34.02101518752768,34.02101518752768,wjp1kVc-zGmox2LjbhSE3A,,PAVILIONS DELI # 2813,29211 HEATHERCLIFF RD,MALIBU
2023,Aladdin's Kitchen,,297.0,4.0,$$,Mediterranean,34.0966748650977,34.0966748650977,n-YOXEAAhoeEm_X5egWV5Q,,ALADDIN'S KITCHEN,4988 SANTA ANITA AVE,TEMPLE CITY
2024,Larsen's Steakhouse - Valencia,,571.0,4.0,$$$$,"Steakhouses, Seafood, American (New)",34.41728,34.41728,reDp2lDp4V7lhDmCJfEIZA,,LARSEN'S STEAKHOUSE,24320 TOWN CENTER DR STE 130,VALENCIA
2025,Valley Sandwiches,,155.0,4.5,$,"Sandwiches, Vietnamese",34.202528,34.202528,0dWs9p9dWrKBNd4Vf9rmFw,,VALLEY SANDWICH,7245 1/2 RESEDA BLVD,RESEDA
2026,Duarte Liquors,,4.0,5.0,$,"Beer, Wine & Spirits",34.1320616,34.1320616,fligVtmTwQSoyaY_VJAkAQ,,DUARTE LIQUORS,1302 E DUARTE RD,DUARTE
2027,Cascabel,,827.0,4.0,$$,"Mexican, Bars, Tapas/Small Plates",34.15258,34.15258,cz_0AmDhRH7T_iRvvx0THg,,CASCABEL,10717 RIVERSIDE DR,TOLUCA LAKE
2028,El Pollo Loco,,85.0,2.5,$,"Fast Food, Mexican",33.7962599055417,33.7962599055417,4WQaa71K1MoasMP3AQ5SqA,,EL POLLO LOCO #3340,2940 PACIFIC COAST HWY,TORRANCE
2029,Woodland Hills Restaurant,,7.0,4.0,,"Persian/Iranian, Mediterranean",34.1719373,34.1719373,1R940EILpQD2DVK2C_gYMA,,WOODLAND HILLS 76,20021 VENTURA BLVD,WOODLAND HILLS
2030,Oh Happy Days Natural Food Grocery and Cafe,,135.0,4.5,$,"Health Markets, Vegetarian",34.185074,34.185074,zjQimOcE5oCFQIMyxUnfGg,,OH HAPPY DAYS NATURAL FOODS,2283 N LAKE AVE,ALTADENA
2031,Cafe 360,,21.0,2.5,$,"Cafes, Sandwiches, Burgers",33.92834,33.92834,viwImHtyWOK3FZ-CBaO61A,,CAFE 360,5230 PACIFIC CONCOURSE DR # 130,LOS ANGELES
2032,,,,,,,,,,,WAL-MART #1563 - MAIN MARKET,44665 VALLEY CENTRAL WAY,LANCASTER
2033,Teavana Fine Tea And Tea Bar,,34.0,4.5,$$,Coffee & Tea,34.0667726297646,34.0667726297646,7tTvdudAmLFiG89tQM4OEg,,TEAVANA FINE TEAS & TEA BAR,9844 WILSHIRE BLVD,BEVERLY HILLS
2034,,,,,,,,,,,ESTRELLA MEAT MARKET,10236 LONG BEACH BLVD,LYNWOOD
2035,Pizza Antica,,328.0,3.5,$$,"Italian, Pizza, Salad",34.013622,34.013622,LNvQR3Wxi2HwAeGbeaJdIA,,PIZZA ANTICA,395 SANTA MONICA PL STE #304,SANTA MONICA
2036,Wienerschnitzel,,41.0,2.0,$,"Fast Food, Hot Dogs, Sandwiches",34.5584335327148,34.5584335327148,BzCPHJqpriPlVUVjEcO3_g,,WIENERSCHNITZEL #631,3005 E AVENUE S,PALMDALE
2037,Nordstrom,,205.0,3.5,$$$,"Department Stores, Women's Clothing, Men's Clothing",33.8349221,33.8349221,atfHvvpO2kjRagDerVfgWg,,NORDSTROM - E-BAR,21500 HAWTHORNE BLVD,TORRANCE
2038,Taco Nazo,,493.0,4.0,$,"Seafood, Tacos",34.0449057,34.0449057,Dwh341bcxS626zTMmxE3ag,,TACO NAZO,1267 N GRAND AVE,WALNUT
2039,King Henry Viii,,24.0,3.0,$$,"Adult Entertainment, Bars",33.9094543457031,33.9094543457031,255XJ_E_9piWVftr5s-V5A,,KING HENRY VIII,13443 S CRENSHAW BLVD,HAWTHORNE
2040,Tasty Thai Cafe,,166.0,4.0,$,Thai,33.9416651,33.9416651,jelXWfAG2-PKXnLCvZwfGQ,,TASTY THAI CAFE,13128 TELEGRAPH RD,SANTA FE SPRINGS
2041,Taste My Soup,,241.0,4.5,$,"Soup, Salad, Sandwiches",34.1549914330244,34.1549914330244,ZGMHwk_-81daMvnQQFVMDQ,,TASTE MY SOUP,15608 1/2 VENTURA BLVD,ENCINO
2042,,,,,,,,,,,BADMASH,108 W 2ND ST # 104,LOS ANGELES
2043,Burger King,,60.0,2.5,$,"Burgers, Fast Food",34.01869,34.01869,t4qKf1va6WHj8-QjUMF14w,,BURGER KING #618,1212 W BEVERLY BLVD,MONTEBELLO
2044,Best & Fresh Donuts & Ice Cream,,8.0,3.5,$,"Bakeries, Donuts",34.3098365,34.3098365,tVq5IYA8bEPv5Kf61ga_ZA,,BEST & FRESH DONUTS,15681 ROXFORD ST,SYLMAR
2045,,,,,,,,,,,RALPH'S DELI #645,500 N PACIFIC COAST HWY,EL SEGUNDO
2046,Mitzee Cafe,,207.0,4.5,$,"Korean, Cafes",34.1374028318587,34.1374028318587,Z4Tr_oS3XRxPbGiP8LgKJQ,,MITZEE CAFE,721 S CENTRAL AVE STE #B,GLENDALE
2047,Juice Karma,,24.0,5.0,$$,Juice Bars & Smoothies,34.1473634,34.1473634,aOIy3z9ABHhCRnPh4HDUuQ,,JUICE KARMA,22267 MULHOLLAND HWY,CALABASAS
2048,,,,,,,,,,,TASTIO BAKERY DELI,306 N GARFIELD AVE STE 2,MONTEREY PARK
2049,Louisiana Hometown Seafood,,41.0,4.0,$,Seafood,33.8678944,33.8678944,3jtl0FUsaxWq35oLKpoZyw,,LOUSIANA HOMETOWN SEAFOOD,17944 AVALON BLVD,CARSON
2050,Spumante Restaurant,,636.0,4.5,$$,"Italian, Wine Bars, Desserts",34.1650534727328,34.1650534727328,fVPiyz9oQgc1XRvftVUNcg,,SPUMANTE RESTAURANT,11049 MAGNOLIA BLVD STE 107,NORTH HOLLYWOOD
2051,Yogurtland,,197.0,4.0,$,Ice Cream & Frozen Yogurt,34.059675,34.059675,NxmRPUDi2UGnj6moH0mKAg,,YOGURTLAND,10911 LINDBROOK DR,LOS ANGELES
2052,Rabbi's Daughter,,94.0,4.5,$$,Meat Shops,34.0418739616871,34.0418739616871,oaWHlVCDydbuqoEee0jaeQ,,RABBI'S DAUGHTER BUTCHER SHOP,2322 WESTWOOD BLVD,LOS ANGELES
2053,Angelica's Restaurant,,3.0,4.0,$,Mexican,33.9524479,33.9524479,rEJgJq7CprTqIoe7queLnA,,ANGELICA'S RESTAURANT,518 W ARBOR VITAE ST,INGLEWOOD
2054,Fortune Bakery,,351.0,4.5,$,Bakeries,34.10212,34.10212,lSJ78wgp5DCgUweF65J2MQ,,FORTUNE BAKERY,700 W LAS TUNAS DR,SAN GABRIEL
2055,Yoshinoya - Paramount,,87.0,2.0,$,Japanese,33.9012812274976,33.9012812274976,gI9bFrKdt4n3X-HWi4fLqg,,YOSHINOYA BEEF BOWL REST,14551 S LAKEWOOD BLVD,PARAMOUNT
2056,So-Cal Burgers Chill & Grill,,428.0,4.5,$$,"Burgers, Sandwiches",34.0351799307211,34.0351799307211,f2_W4Eh7bftQXD0oS5QjZA,,SO CAL BURGERS,203 S MEDNIK AVE,LOS ANGELES
2057,,,,,,,,,,,COMIC HEROES,100 UNIVERSAL CITY PLZ,UNIVERSAL CITY
2058,,,,,,,,,,,YUKINOHANA JAPANESE RESTAURANT,3100 W 8TH ST UNIT 103,LOS ANGELES
2059,Tj's Submarines,,222.0,4.5,$,Sandwiches,33.872618,33.872618,TbioeMBBRnvUqGDW2pZUXg,,TJ'S SUBMARINES,11820 ARTESIA BLVD,ARTESIA
2060,Perch,,8053.0,4.0,$$$,"Lounges, French, Breakfast & Brunch",34.04897,34.04897,K-Fbh2WCHlqR56H9TnfpNA,,SERVICE BAR @16TH PERCH,448 S HILL ST,LOS ANGELES
2061,Diamond Bar Mobil,,28.0,3.0,,"Auto Repair, Oil Change Stations, Smog Check Stations",34.019779,34.019779,KeAntZqKlvOJE0e84t3gxw,,DIAMOND BAR MOBIL,350 DIAMOND BAR BLVD,DIAMOND BAR
2062,,,,,,,,,,,FANTAZIA,7542 SANTA MONICA BLVD,WEST HOLLYWOOD
2063,Chevys Fresh Mex,,658.0,3.5,$$,"Mexican, Bars, Tex-Mex",34.184908,34.184908,Tz1CjtM9JNeatqv31kMlsA,,CHEVYS FRESH MEXICAN RESTAUR,701 N SAN FERNANDO BLVD,BURBANK
2064,Piano Piano,,432.0,3.5,$$,Piano Bars,34.107332169822,34.107332169822,_qRO76fzH9sqaLHYrxluMA,,PIANO PIANO,507 W FOOTHILL BLVD,CLAREMONT
2065,Choice Meat Market,,83.0,4.5,$$,Meat Shops,34.0684255355616,34.0684255355616,3i7I7c4ro4f0CDqbjJKQrw,,CHOICE MEAT MARKET,301 S WESTERN AVE STE 109,LOS ANGELES
2066,,,,,,,,,,,ALBERTSON'S #601 - DELI,133 W ROUTE 66,GLENDORA
2067,Winco Foods,,331.0,4.0,$,Grocery,33.85922,33.85922,kX9I1wedy74eyERHS1YPBA,,WINCO FOODS- MEATS,3400 E SOUTH ST,LAKEWOOD
2068,,,,,,,,,,,CROWN PLAZA HOTEL - LOBBY BAR,300 N HARBOR DR,REDONDO BEACH
2069,,,,,,,,,,,ARCO AM PM MINI MARKET,780 BREA CANYON RD,DIAMOND BAR
2070,Montebello Pho & Sandwich,,454.0,4.0,$,"Vietnamese, Sandwiches, Noodles",34.0146807880422,34.0146807880422,Z-4IlsnRnmswTJT_GcCbbQ,,MONTEBELLO RESTAURANT,2456 W WHITTIER BLVD,MONTEBELLO
2071,Residence Inn by Marriott Los Angeles L.A. LIVE,,136.0,4.0,$$,Hotels,34.0459567822529,34.0459567822529,Ft8ussF3uVAiEb8E8SW-VA,,RESIDENCE INN COFFEE SHOP 1ST FLOOR,901 W OLYMPIC BLVD,LOS ANGELES
2072,Crazy Otto's,,260.0,3.5,$$,"Diners, Breakfast & Brunch, American (Traditional)",34.70357,34.70357,r5HYJIe79gz3zDOM18-k1w,,CRAZY OTTO'S #3,1228 W AVENUE I,LANCASTER
2073,,,,,,,,,,,FARM SHOP MARKET/DELI,225 26TH ST STE #25,SANTA MONICA
2074,Hooters,,450.0,2.0,$$,"Chicken Wings, Sports Bars, American (Traditional)",33.95098333,33.95098333,nHbsdlCizUVC3wU5EG__XA,,HOOTERS @ SOUTH GATE,8730 GARFIELD AVE,SOUTH GATE
2075,Kozanyan Meat & Liquor,,21.0,3.5,$,"Beer, Wine & Spirits",34.1309472897616,34.1309472897616,hyWRBEQHxcOefr9K-pi7Bw,,KOZANYAN DELI,1244 S GLENDALE AVE STE #A,GLENDALE
2076,Stater Bros. Markets,,82.0,3.5,$$,"Grocery, Butcher, Delis",34.0429611,34.0429611,LZGUtrRUY0g6m5tAyriYmw,,STATER BROS  #168 DELI,20677 AMAR RD,WALNUT
2077,Rosy's Tacos,,32.0,3.5,$,Mexican,34.065559,34.065559,Rs3dAEDn9_s2SLCQUNHQ0g,,ROSY'S TACOS,669 INDIAN HILL BLVD,POMONA
2078,Rice,,539.0,4.5,$$,"Japanese, Vegan, Gluten-Free",33.88271,33.88271,XjubMRD1YlpdbCECX4HJ2Q,,RICE,820 MANHATTAN AVE 105,MANHATTAN BEACH
2079,Maria's Italian Kitchen,,468.0,3.5,$$,"Italian, Pizza, Caterers",34.041194,34.041194,BK3Lpc9Az2lOcfyrWsaryw,,MARIA'S ITALIAN KITCHEN,10761 W PICO BLVD,LOS ANGELES
2080,Mission Burrito,,151.0,3.5,$,Mexican,34.194,34.194,h9A_xjdEQaN7UnNOxBBRIQ,,MISSION BURRITO # ICP,21425 VANOWEN ST,CANOGA PARK
2081,Taco Revolucion,,89.0,4.0,$,Mexican,33.8745551,33.8745551,OuB-LzXzHHePMGoVNCJKdQ,,TACO REVOLUCION,9008 ARTESIA BLVD,BELLFLOWER
2082,Tom's Liquor,,3.0,3.0,$,"Beer, Wine & Spirits",34.01621,34.01621,L3yID6c9oBMV3vcPZSrb7w,,TOM'S LIQUOR,6267 WHITTIER BLVD,LOS ANGELES
2083,El Charro Tortilleria & Carnitas,,22.0,3.5,$,"Mexican, Food Trucks",34.050345187844,34.050345187844,VN75vwHpZSCLzPhb0Qw3-w,,EL CHARRO TORTILLERIA Y CARNI,13164 VALLEY BLVD,LA PUENTE
2084,Sianto's Bakery Cafe,,299.0,4.0,$$,"Mediterranean, Cafes, Lebanese",34.23754,34.23754,H40woBIJxvLy2B5ejm1CCg,,SIANTO'S BAKERY CAFE,3747 FOOTHILL BLVD,GLENDALE
2085,California Pita & Grill Beverly Hills,,182.0,3.5,$$,"Middle Eastern, Mediterranean",34.0632631,34.0632631,PAERm4_703iMvNAAi22krQ,,CALIFORNIA PITA #5,242 S BEVERLY DR,BEVERLY HILLS
2086,Birrieria Mexico,,88.0,4.0,$,Mexican,34.1936264038086,34.1936264038086,8AIa4q8qDvaeQqlCybDLoA,,BIRRIRIA MEXICO,14552 VANOWEN ST,VAN NUYS
2087,Tila's Kitchen,,27.0,3.0,$$,Mexican,34.0240449,34.0240449,OWfJILhE7uNXlVzY74jdAw,,TILA'S KITCHEN,3909 WHITTIER BLVD,LOS ANGELES
2088,Crepe Lab,,135.0,4.5,$,"Creperies, Breakfast & Brunch, Desserts",33.903565,33.903565,3gIwxNdRZPBWm7EfIxWjmQ,,CREPE LAB,4101 HIGHLAND AVE,MANHATTAN BEACH
2089,Foggia Italian Market & Deli,,715.0,4.0,$$,"Delis, Italian",33.8468651,33.8468651,HkEzg1ic7kmImvLUo2LO-Q,,FOGGIA ITALIAN MARKET & DELI,5522 E DEL AMO BLVD,LAKEWOOD
2090,Balboa Shell Service,,9.0,3.0,,Gas Stations,34.194144,34.194144,UCjqdbUqpfR0E65SKm88LQ,,BALBOA SHELL,6801 BALBOA BLVD,VAN NUYS
2091,Pollos A La Brasa Eagle Rock,,157.0,3.5,$$,"Latin American, Peruvian",34.1394729614258,34.1394729614258,BA2Im2t1B0F4bDZoldxrQw,,POLLOS A LA BRASA,2161 COLORADO BLVD,LOS ANGELES
2092,Chicken Dijon,,149.0,3.0,$,"American (New), Greek, Mediterranean",34.0375039726496,34.0375039726496,kyWw9wGPKnIlCy1YmGD9jA,,CHICKEN DIJON,2224 SAWTELLE BLVD,LOS ANGELES
2093,Twister Juice,,22.0,4.0,$,Juice Bars & Smoothies,34.068849550266,34.068849550266,_Lijid-t5FGP6M22hkUGpA,,TWISTER JUICE,112 PLAZA DR # 9025,WEST COVINA
2094,Teradyne ,,1.0,4.0,,IT Services & Computer Repair,34.14521,34.14521,D8W0T0y3m0EOeaQ4O-Ua2Q,,TERADYNE,30701 AGOURA RD,AGOURA HILLS
2095,McDonald's,,64.0,1.5,$,"Fast Food, Burgers, Coffee & Tea",34.0313994415593,34.0313994415593,tJ3G6mBTYWaa3RrUgOgHWA,,MCDONALD'S #7037,1310 E OLYMPIC BLVD,LOS ANGELES
2096,Jersey Mike's Subs,,253.0,4.0,$,"Sandwiches, Fast Food, Delis",34.167252,34.167252,V4ZlTvTh_63RGdnBeUYQGw,,JERSEY MIKE'S SUBS,22649 VENTURA BLVD,WOODLAND HILLS
